CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Num,totalspent,HasSpent,CabinShared,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
0,0.21947544797177002,0,-0.22802355509270808,-0.2801459933777758,1.568952510789872,-0.2711491501374767,-0.16387107514449728,1,1,-0.04641748722550444,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1.323897209978291,0,0.7849148955057067,-0.27952223488264555,-0.17635813237915263,-0.2711491501374767,-0.24184649985738638,0,1,-0.22581718070312584,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.05662999252986025,0,-0.32994460662350833,0.3273947808790751,-0.2637886277363911,-0.26933467823268387,-0.2567406821059158,1,2,-0.15621009963380875,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.1256563526552678,0,1.6739800680897643,-0.20404745697188686,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,3,-0.010896347916935405,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.33273543303149056,0,-0.3424887360426837,-0.27952223488264555,-0.28358421159086017,-0.2711491501374767,0.29522018945723183,0,4,-0.28717187587247234,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1.1168181296020685,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,5,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-1.9893680760412722,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,0,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.0229990342855662,0,0.30353392904485016,-0.2801459933777758,-0.2819345796029878,-0.2711491501374767,0.332017580894775,0,6,-0.12427695419479214,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,-1.9203417159158647,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,0,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,1.3929235701036988,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,0,-0.5160858847499172,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.012396367595547318,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,0,-0.5160858847499172,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,-1.2991044747871965,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,0,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,-1.9203417159158647,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,0,-0.5160858847499172,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,-1.5061835551634193,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,0,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.5398145134077132,0,1.1941671178063047,-0.2788984763875153,-0.1697596044276629,-0.2711491501374767,-0.2628735806788396,0,0,-0.13898772905995707,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,2.290266251733997,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,2,-0.5160858847499172,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,-0.9539726741601586,0,-0.3424887360426837,-0.13980033197347244,-0.28358421159086017,0.6342723303541395,-0.2628735806788396,0,6,-0.07727423450365532,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.35752816822258515,0,-0.30799238013995134,3.5079393475481537,-0.28358421159086017,1.0334561494085597,0.024496523881021356,0,0,2.3044360961052464,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.9787654093512533,0,1.4215294635288591,-0.2801459933777758,-0.05923426124021051,-0.22760182442244908,-0.2628735806788396,0,8,-0.04641748722550444,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.21947544797177002,0,-0.3424887360426837,0.2500487274829257,-0.14996402057319383,0.1253129610597541,0.13401256982609033,0,4,0.13728779889557988,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1.2548708498528836,0,-0.006933274079741375,-0.2801459933777758,2.0440465232971303,-0.2711491501374767,0.8138881830530784,1,9,0.5079275656203457,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-1.8513153557904571,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,9,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.6088408735331208,0,-0.3424887360426837,-0.2801459933777758,2.603271767185882,0.6270144427349683,-0.2628735806788396,1,9,0.467024435507448,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,-0.05662999252986025,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,1,-0.5160858847499172,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.4017617931568981,0,0.8868359470365069,0.3211571959277727,-0.28358421159086017,0.5916322405915083,-0.2628735806788396,0,1,0.45231366064228307,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.9539726741601586,0,-0.3424887360426837,0.02674318622630085,-0.20440187617298383,-0.2530044310895485,0.08845389471294163,0,8,-0.17127967388592893,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.6088408735331208,0,0.5261922262352138,-0.15851308682737955,-0.28358421159086017,2.0931077418075654,-0.2628735806788396,0,10,0.6876860584849224,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0.0814227277209549,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,1,-0.5160858847499172,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.8159199539093436,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,2,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.1168181296020685,0,-0.3424887360426837,-0.1778496001764169,-0.2093507721366011,2.0069203263299067,0.48621617358543207,0,3,0.7666219236150758,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,1.8070817308561442,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,3,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,-1.7132626355396419,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,3,-0.5160858847499172,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.5398145134077132,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,3,-0.5160858847499172,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,-0.5398145134077132,0,1.1784869560323354,-0.2801459933777758,0.013349546226176151,-0.2711491501374767,-0.2068013651549643,0,10,-0.08050342898625251,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,-0.6778672336585284,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,10,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.42655452834799273,0,0.8962440441008885,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,1,-0.23263436905527546,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1.8761080909815517,0,-0.3424887360426837,-0.21028504192318923,-0.28358421159086017,0.9799292282171714,-0.15160527799864953,0,2,0.06445152334366558,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.263709072906083,0,-0.3424887360426837,-0.2801459933777758,2.9134025809058977,-0.2711491501374767,-0.2619974523112791,1,11,0.17962612655629853,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-1.8513153557904571,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,1,-0.5160858847499172,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.6336336087242155,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,1,-0.5160858847499172,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,-0.1256563526552678,0,0.09498777745105888,0.09722789617601764,5.282274115490699,-0.011679667752103693,-0.26024519557615794,1,1,1.1153749277355718,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,0.4955808884734003,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,7,-0.5160858847499172,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,-0.47078815328230567,0,-0.27192800805982204,0.40349331728496396,-0.03943867738574142,0.9781147563123787,-0.2619974523112791,0,12,0.44083208025971526,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,2.290266251733997,0,-0.3424887360426837,0.08911903573932456,-0.28358421159086017,-0.25572613894673774,-0.24097037148982584,0,13,-0.28860707342029335,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,-0.9539726741601586,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,14,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0.2885018080971776,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,3,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,2.290266251733997,0,-0.3409207198652868,-0.1847109436228495,0.04139329002000736,-0.2711491501374767,0.14014546839901418,0,6,-0.22509958192921536,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,-1.9893680760412722,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,10,-0.5160858847499172,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,-0.7468935937839359,0,-0.3409207198652868,-0.11921630163417461,0.45215165500024096,-0.2711491501374767,-0.2628735806788396,1,10,-0.2631323169464711,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.5398145134077132,0,2.708870745171736,-0.257066929057957,-0.28358421159086017,-0.2711491501374767,-0.24184649985738638,0,15,0.20402448486925504,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0.9097390492258457,0,1.0483416133083905,-0.2801459933777758,-0.26873752370000836,-0.26570573442309825,-0.2628735806788396,1,16,-0.19244883771628826,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.6778672336585284,0,-0.04456566233726762,-0.2801459933777758,-0.27533605165149805,-0.2702419141850803,0.3731956141701209,0,13,-0.1852728499771834,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.8159199539093436,0,-0.3174004772043329,1.0702911485791873,-0.28358421159086017,-0.2711491501374767,-0.2173149055656909,0,14,0.28511314632113993,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-1.0229990342855662,0,-0.3424887360426837,-0.27952223488264555,-0.28358421159086017,-0.2711491501374767,0.6684508740380268,0,17,-0.13432333702953891,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.5646072485988078,0,-0.2703599918824251,-0.2283740382819661,0.9338441954589887,-0.2711491501374767,-0.252360040268113,0,3,-0.20070122361625883,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.9097390492258457,0,-0.3409207198652868,4.957554090230825,-0.28358421159086017,-0.2711491501374767,0.18044737330679958,1,3,2.6786638566995644,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,-0.1256563526552678,0,-0.11199035796533548,-0.2801459933777758,1.3957411520632674,-0.2711491501374767,-0.2628735806788396,1,18,-0.0980845989470594,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.05662999252986025,0,-0.32053650955912677,-0.2801459933777758,1.852689212703929,-0.2711491501374767,-0.2628735806788396,1,15,-0.04641748722550444,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.6336336087242155,0,-0.3424887360426837,3.3626036181828085,-0.28358421159086017,0.020073590581770627,8.195269679750727,0,4,5.158326419947247,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,-1.092025394410974,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,13,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0.9097390492258457,0,11.270239073758956,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,16,2.1411823750406107,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,-1.8513153557904571,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,16,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-1.4371571950380118,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,16,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.33273543303149056,0,0.736306394006402,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.24797939843031025,1,14,-0.2631323169464711,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0.7716863289750305,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,5,-0.5160858847499172,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0.9787654093512533,0,-0.011637322611932155,-0.2801459933777758,-0.28358421159086017,0.30766738749143235,0.18658027187972342,0,17,-0.027401119716876574,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,1.1168181296020685,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,5,-0.5160858847499172,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0.42655452834799273,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,15,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,-0.1946827127806754,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,16,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.1256563526552678,0,-0.3409207198652868,0.15461367772799944,-0.23244561996681504,-0.10058879108695179,-0.2628735806788396,0,20,-0.18706684691195963,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.6778672336585284,0,-0.3424887360426837,-0.2801459933777758,0.821669220283664,-0.2702419141850803,-0.23308521618178085,0,9,-0.2631323169464711,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,-1.9893680760412722,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,9,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,-1.7822889956650496,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,9,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.7380553707307365,0,-0.3424887360426837,0.47335426873955055,-0.28358421159086017,-0.2684274422802875,0.29522018945723183,0,2,0.14697538234337143,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,-0.1946827127806754,0,-0.3424887360426837,0.25379127845370714,-0.27533605165149805,-0.2421175996607916,-0.2628735806788396,0,11,-0.19567803219888544,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.1946827127806754,0,-0.3424887360426837,1.4732391364333206,1.2951136008030495,-0.2711491501374767,-0.1866504127010716,1,11,0.8670857519625437,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.4017617931568981,0,0.14516429512776052,-0.013801115957164557,0.5841222140300348,-0.23758141989880957,-0.2628735806788396,0,19,-0.049287882321146385,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-1.8513153557904571,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,12,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.7468935937839359,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,0.4818566903515428,-0.1831458992308294,0,23,-0.18563164936413865,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,-0.33273543303149056,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.24797939843031025,1,24,-0.5099862951716782,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,-1.368130834912604,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,18,-0.5160858847499172,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,-1.5752099152888268,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,18,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.1256563526552678,0,-0.3424887360426837,-0.2801459933777758,0.6567060214964215,-0.26933467823268387,-0.14810076452840734,0,21,-0.2638499157203816,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.5398145134077132,0,2.39056346116016,-0.27702720090212457,-0.255540467797029,-0.2711491501374767,-0.2628735806788396,0,2,0.11719503322608628,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1,-0.4017617931568981,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,19,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0.15044908784636246,0,0.5387363556543892,-0.2801459933777758,0.25419581645555006,-0.2711491501374767,-0.2628735806788396,0,19,-0.19747202913366166,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-1.9893680760412722,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,19,-0.5160858847499172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0.7716863289750305,0,-0.3424887360426837,-0.07368193148966731,-0.28358421159086017,-0.2711491501374767,1.215154975395811,0,5,0.20797127812576272,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0.9097390492258457,0,3.121258999827128,6.841928504019271,-0.28358421159086017,1.4235676089390155,0.12700354288560592,1,5,5.2031763433166525,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.05662999252986025,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,5,-0.5160858847499172,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.012396367595547318,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,6,-0.5160858847499172,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,1.323897209978291,1,-0.3424887360426837,1.3023293087676355,-0.1400662286459593,-0.25572613894673774,-0.25148391190055247,1,1,0.43616768822929713,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2.428318971984812,0,-0.3424887360426837,-0.2801459933777758,1.0427199066585686,-0.2711491501374767,-0.2628735806788396,1,23,-0.22761117763790206,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,-0.1256563526552678,0,-0.2139114094961357,-0.18221590964232856,0.4241079112064097,-0.055226993467131336,-0.2619974523112791,0,20,-0.19065484078151204,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.1946827127806754,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,24,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.2885018080971776,0,-0.3409207198652868,1.1064691412967411,-0.28358421159086017,-0.2602623187087198,0.0910822798156233,1,4,0.43114449681192374,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.702659968849623,0,-0.3424887360426837,1.1819439192074999,-0.28358421159086017,-0.21217881323171012,5.7806598987538464,0,0,2.823260009642527,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,-1.092025394410974,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,0,-0.5160858847499172,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,-0.33273543303149056,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,25,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0,0.012396367595547318,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,0.36300878058761327,-0.19804008147935878,0,21,-0.23873395863351457,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.7468935937839359,0,-0.25624784628585273,0.09223782821497574,-0.2027522441851114,-0.2711491501374767,-0.2619974523112791,0,27,-0.26420871510733684,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,2.635398052361035,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,27,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.42655452834799273,0,0.7566906043125621,-0.2801459933777758,0.20470685681937734,-0.2711491501374767,-0.24097037148982584,0,7,-0.14939291128165913,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,2.2212398916085894,1,3.3470533293722853,-0.07181065600427661,-0.26873752370000836,0.01553741081978858,-0.2611213239437185,0,3,0.5653354675331845,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,1.1168181296020685,0,2.9550492850230534,-0.2764034424069943,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,8,0.2406220223386898,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,-0.47078815328230567,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,22,-0.5160858847499172,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,-0.6778672336585284,0,-0.3424887360426837,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,1,29,-0.5160858847499172,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0.4955808884734003,0,3.950739557670102,-0.2801459933777758,-0.28358421159086017,-0.2711491501374767,-0.2628735806788396,0,5,0.4663068367335375,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,-0.6778672336585284,0,-0.3424887360426837,-0.2714133744459524,0.9206471395560093,-0.2711491501374767,-0.2628735806788396,1,17,-0.24913914085521663,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
